Price,Close,High,Low,Open,Volume,RSI,MACD,MACD_Signal,ATR
Ticker,^NSEI,^NSEI,^NSEI,^NSEI,^NSEI,,,,
Date,,,,,,,,,
2014-06-23,7493.35009765625,7534.7998046875,7441.60009765625,7514.0,127400,58.8861064987135,122.99021459642881,149.52394727510355,124.88577706473214
2014-06-24,7580.2001953125,7593.35009765625,7515.2001953125,7515.2001953125,137000,56.605583374070214,111.82043915593567,141.98324565126998,126.41437639508929
2014-06-25,7569.25,7589.25,7557.0498046875,7588.5498046875,115000,61.87868115555566,107.64613448283126,135.11582341758225,122.83220563616071
2014-06-26,7493.2001953125,7570.2001953125,7481.2998046875,7554.10009765625,171700,52.30421983013,100.40080650588061,128.17282003524193,116.71076311383929
2014-06-27,7508.7998046875,7538.75,7482.2998046875,7514.2001953125,126700,41.69823663403912,90.39720056482565,120.61769614115867,110.96791294642857
2014-06-30,7611.35009765625,7623.64990234375,7531.60009765625,7534.0498046875,152300,38.10694775963987,83.11289465727896,113.11673584438273,111.36429268973214
2014-07-01,7634.7001953125,7649.5,7618.14990234375,7629.0,139400,46.89067857740053,84.03303643945856,107.2999959633979,111.68216378348214
2014-07-02,7725.14990234375,7732.39990234375,7677.2998046875,7683.0498046875,136300,52.895888369572575,88.10796913345257,103.46159059740884,113.45357840401786
2014-07-03,7714.7998046875,7754.64990234375,7706.7998046875,7734.35009765625,133800,54.438104373338675,94.38883186119892,101.64703885016687,107.62859235491071
2014-07-04,7751.60009765625,7758.0,7661.2998046875,7718.10009765625,113100,64.59166927741893,96.93778320788078,100.70518772170965,101.63214983258929
2014-07-07,7787.14990234375,7792.0,7755.10009765625,7780.39990234375,173900,68.75784181714228,102.79990576844102,101.12413133105593,97.74285016741071
2014-07-08,7623.2001953125,7808.85009765625,7595.89990234375,7804.0498046875,180600,64.15812673445942,108.10782983312765,102.52087103147028,102.41786411830357
2014-07-09,7585.0,7650.10009765625,7551.64990234375,7637.9501953125,168300,54.115760537568725,97.78435044838716,101.57356691485366,110.91071428571429
2014-07-10,7567.75,7731.0498046875,7479.0498046875,7589.5,258400,53.230337270454115,84.71682993172908,98.20221951822876,123.0
2014-07-11,7459.60009765625,7625.85009765625,7447.2001953125,7584.10009765625,187600,55.07090758172474,73.0825486569911,93.17828534598124,128.49644252232142
2014-07-14,7454.14990234375,7478.4501953125,7422.14990234375,7469.0,135200,47.13077420395648,53.952747290735715,85.33317773493214,134.39644949776786
2014-07-15,7526.64990234375,7534.89990234375,7459.14990234375,7491.2998046875,122100,43.55147860637754,40.12906685303369,76.29235555855246,134.51789202008928
2014-07-16,7624.39990234375,7640.10009765625,7532.4501953125,7564.14990234375,168000,50.63409770933666,34.652640490056,67.96441254485316,137.48577008928572
2014-07-17,7640.4501953125,7655.64990234375,7612.7001953125,7612.7001953125,141600,56.147799777161765,33.84004901240951,61.13953983836443,138.89289202008928
2014-07-18,7663.89990234375,7685.0,7595.5,7630.25,134600,56.021545996129454,34.21774610314333,55.75518109132021,137.46791294642858
2014-07-21,7684.2001953125,7722.10009765625,7674.0,7701.64990234375,105400,54.68558194784819,39.81943550816959,52.568031974690086,135.78219168526786
2014-07-22,7767.85009765625,7773.85009765625,7704.7998046875,7708.2001953125,120100,51.72795538474751,44.276971255960234,50.909819830944116,133.55364118303572
2014-07-23,7795.75,7809.2001953125,7752.89990234375,7794.89990234375,122100,53.9671002540101,54.18097764483173,51.56405139372164,135.65363420758928
2014-07-24,7830.60009765625,7835.64990234375,7771.64990234375,7796.25,117600,55.222181980729765,61.430779869148864,53.53739708880709,133.31790597098214
2014-07-25,7790.4501953125,7840.9501953125,7748.60009765625,7828.2001953125,153900,53.329175335774174,68.95949200863743,56.621816072773164,134.63577706473214
2014-07-28,7748.7001953125,7799.89990234375,7722.64990234375,7792.89990234375,116500,49.23583730613158,71.25621470721308,59.54869579966115,126.96435546875
2014-07-30,7791.39990234375,7798.7001953125,7707.60009765625,7746.2001953125,178100,58.87076380374972,68.51827193343524,61.342611026415966,115.44294084821429
2014-07-31,7721.2998046875,7791.85009765625,7711.14990234375,7784.64990234375,208900,66.2584299007328,68.65953816235924,62.80599645360462,103.20724051339286
2014-08-01,7602.60009765625,7716.7001953125,7593.89990234375,7662.5,181100,55.46798110080908,58.24362019848377,61.89352120258045,104.071533203125
